city,agency,route_id,route_short_name,route_full_name,origin_stop,destination_stop,direction_id,trip_count,stop_count,first_departure,last_departure
Bengaluru (Bangalore),BMTC,8835,NLS-01,CS-Olive Hostel jayanna circle → CS-National Law College University,CS-Olive Hostel jayanna circle,CS-National Law College University,0,1,2,08:15:00,08:15:00
Bengaluru (Bangalore),BMTC,8836,NLS-02,CS-Olive Hostel jayanna circle → CS-National Law College University,CS-Olive Hostel jayanna circle,CS-National Law College University,0,1,2,08:25:00,08:25:00
Bengaluru (Bangalore),BMTC,8837,230-C KMT-BBC-KBDA,KR Market (Kalasipalya) → Kommaghatta BDA Apartment,KR Market (Kalasipalya),Kommaghatta BDA Apartment,0,1,27,16:45:00,16:45:00
Bengaluru (Bangalore),BMTC,8838,366-NA,Prashanthi Kuteera Main Gate → KR Market (Kalasipalya),Prashanthi Kuteera Main Gate,KR Market (Kalasipalya),1,3,50,10:00:00,17:00:00
Bengaluru (Bangalore),BMTC,8838,366-NA,KR Market (Kalasipalya) → Prashanthi Kuteera Main Gate,KR Market (Kalasipalya),Prashanthi Kuteera Main Gate,0,1,52,11:55:00,11:55:00
Bengaluru (Bangalore),BMTC,8839,366-NA D34G-PKMG,Depot-34 Gate → Giddenahalli Prashanti Kuteera,Depot-34 Gate,Giddenahalli Prashanti Kuteera,0,1,33,08:41:00,08:41:00
Bengaluru (Bangalore),BMTC,8840,MF-23C,Jalahalli Cross → Jalahalli Cross,Jalahalli Cross,Jalahalli Cross,0,24,39,06:15:00,20:00:00
Bengaluru (Bangalore),BMTC,8841,MF-23D,Jalahalli Cross → Jalahalli Cross,Jalahalli Cross,Jalahalli Cross,0,24,40,06:30:00,20:15:00
Bengaluru (Bangalore),BMTC,8842,MBS-17 MHB-HBL-JHV-PSS,Marathahalli Bridge → Peenya 2nd stage,Marathahalli Bridge,Peenya 2nd stage,0,1,44,17:00:00,17:00:00
Bengaluru (Bangalore),BMTC,8845,280-F BYK-YHK,Byrappa layout Kannuru → Yelahanka Old Town,Byrappa layout Kannuru,Yelahanka Old Town,0,1,13,16:00:00,16:00:00
Bengaluru (Bangalore),BMTC,8846,36-B BSK-MBK,Muneshwara Block → Banashankari Bus Station,Muneshwara Block,Banashankari Bus Station,1,1,18,18:00:00,18:00:00
Bengaluru (Bangalore),BMTC,8848,285-L,Kempegowda Bus Station → Byatha,Kempegowda Bus Station,Byatha,0,2,43,06:20:00,20:40:00
Bengaluru (Bangalore),BMTC,8848,285-L,Byatha → Kempegowda Bus Station,Byatha,Kempegowda Bus Station,1,3,46,04:50:00,18:45:00
Bengaluru (Bangalore),BMTC,8849,285-RA,Kempegowda Bus Station → Haniyuru,Kempegowda Bus Station,Haniyuru,0,2,42,15:35:00,19:40:00
Bengaluru (Bangalore),BMTC,8849,285-RA,Haniyuru → Kempegowda Bus Station,Haniyuru,Kempegowda Bus Station,1,3,45,08:15:00,17:30:00
Bengaluru (Bangalore),BMTC,8850,285-RB KBS-KKL-KNW,Kempegowda Bus Station → Kanasawadi,Kempegowda Bus Station,Kanasawadi,0,1,52,19:10:00,19:10:00
Bengaluru (Bangalore),BMTC,8850,285-RB KBS-KKL-KNW,Kanasawadi → Kempegowda Bus Station,Kanasawadi,Kempegowda Bus Station,1,1,56,17:15:00,17:15:00
Bengaluru (Bangalore),BMTC,8852,285-N KBS-THS,Tharahunase → Kempegowda Bus Station,Tharahunase,Kempegowda Bus Station,1,1,37,04:50:00,04:50:00
Bengaluru (Bangalore),BMTC,8852,285-N KBS-THS,Kempegowda Bus Station → Tharahunase,Kempegowda Bus Station,Tharahunase,0,1,34,06:15:00,06:15:00
Bengaluru (Bangalore),BMTC,8853,253-G KBS-KNMG,Kempegowda Bus Station → Kannamangala Gate,Kempegowda Bus Station,Kannamangala Gate,0,1,56,16:55:00,16:55:00
Bengaluru (Bangalore),BMTC,8853,253-G KBS-KNMG,Kannamangala Gate → Kempegowda Bus Station,Kannamangala Gate,Kempegowda Bus Station,1,1,58,07:30:00,07:30:00
Bengaluru (Bangalore),BMTC,8854,258  KMT-TVHA,KR Market → Tata Values Homes Apartments,KR Market,Tata Values Homes Apartments,0,1,44,06:20:00,06:20:00
Bengaluru (Bangalore),BMTC,8855,258-C KBS-VSD-TVHA,Tata Values Homes Apartments → Kempegowda Bus Station,Tata Values Homes Apartments,Kempegowda Bus Station,1,1,48,08:20:00,08:20:00
Bengaluru (Bangalore),BMTC,8857,258-C KBS-TVHA,Tata Values Homes Apartments → Kempegowda Bus Station,Tata Values Homes Apartments,Kempegowda Bus Station,1,1,41,19:20:00,19:20:00
Bengaluru (Bangalore),BMTC,8862,323-D D41G-CDH,Depot-41 Gate → Chikka Dasarahalli,Depot-41 Gate,Chikka Dasarahalli,0,1,8,07:31:00,07:31:00
Bengaluru (Bangalore),BMTC,8863,328-H ATB-CDH,Chikka Dasarahalli → Attibele Bus Stand,Chikka Dasarahalli,Attibele Bus Stand,1,1,21,15:35:00,15:35:00
Bengaluru (Bangalore),BMTC,8864,252-G,Shivajinagara Bus Station → Laggere New Bus Stand,Shivajinagara Bus Station,Laggere New Bus Stand,0,7,27,09:30:00,16:50:00
Bengaluru (Bangalore),BMTC,8864,252-G,Laggere New Bus Stand → Shivajinagara Bus Station,Laggere New Bus Stand,Shivajinagara Bus Station,1,6,32,08:25:00,15:45:00
Bengaluru (Bangalore),BMTC,8865,252-G YTTMC-LGRNB,Yeshawanthapura Bus Station → Laggere New Bus Stand,Yeshawanthapura Bus Station,Laggere New Bus Stand,0,1,16,07:56:00,07:56:00
Bengaluru (Bangalore),BMTC,8865,252-G YTTMC-LGRNB,Laggere New Bus Stand → Yeshawanthapura Bus Station,Laggere New Bus Stand,Yeshawanthapura Bus Station,1,1,17,17:55:00,17:55:00
Bengaluru (Bangalore),BMTC,8868,V-505 ELCW-KDG FLY,Kadugodi Bus Station → Electronic City Wipro Main Gate,Kadugodi Bus Station,Electronic City Wipro Main Gate,1,3,49,16:55:00,17:55:00
Bengaluru (Bangalore),BMTC,8868,V-505 ELCW-KDG FLY,Electronic City Wipro Main Gate → Kadugodi Bus Station,Electronic City Wipro Main Gate,Kadugodi Bus Station,0,3,54,07:30:00,08:30:00
Bengaluru (Bangalore),BMTC,8872,LHAI,CS-The Light House International Academy → CS-Bagalur Santhe Circle,CS-The Light House International Academy,CS-Bagalur Santhe Circle,1,1,2,15:05:00,15:05:00
Bengaluru (Bangalore),BMTC,8872,LHAI,CS-Bagalur Santhe Circle → CS-The Light House International Academy,CS-Bagalur Santhe Circle,CS-The Light House International Academy,0,1,2,07:50:00,07:50:00
Bengaluru (Bangalore),BMTC,8875,V-NICE4,Vijayanagara Bus Station → Electronic City Wipro Main Gate,Vijayanagara Bus Station,Electronic City Wipro Main Gate,0,1,31,08:20:00,08:20:00
Bengaluru (Bangalore),BMTC,8875,V-NICE4,Electronic City Wipro Main Gate → Vijayanagara Bus Station,Electronic City Wipro Main Gate,Vijayanagara Bus Station,1,1,38,17:20:00,17:20:00
Bengaluru (Bangalore),BMTC,8876,369-NR,Sri Renuka Yellamma Layout → KR Market (Kalasipalya),Sri Renuka Yellamma Layout,KR Market (Kalasipalya),1,7,36,05:50:00,20:50:00
Bengaluru (Bangalore),BMTC,8876,369-NR,KR Market (Kalasipalya) → Sri Renuka Yellamma Layout,KR Market (Kalasipalya),Sri Renuka Yellamma Layout,0,7,32,06:55:00,22:05:00
Bengaluru (Bangalore),BMTC,8877,362-CR,Sri Renuka Yellamma Layout → Shivajinagara Bus Station,Sri Renuka Yellamma Layout,Shivajinagara Bus Station,1,8,37,07:30:00,20:10:00
Bengaluru (Bangalore),BMTC,8877,362-CR,Shivajinagara Bus Station → Sri Renuka Yellamma Layout,Shivajinagara Bus Station,Sri Renuka Yellamma Layout,0,8,42,06:20:00,17:55:00
Bengaluru (Bangalore),BMTC,8878,343-R,Sri Renuka Yellamma Layout → KR Market (Kalasipalya),Sri Renuka Yellamma Layout,KR Market (Kalasipalya),1,6,34,09:05:00,17:30:00
Bengaluru (Bangalore),BMTC,8878,343-R,KR Market (Kalasipalya) → Sri Renuka Yellamma Layout,KR Market (Kalasipalya),Sri Renuka Yellamma Layout,0,6,37,07:50:00,15:25:00
Bengaluru (Bangalore),BMTC,8879,364-F,Kempegowda Bus Station → BTM Layout 4th Stage Stadium,Kempegowda Bus Station,BTM Layout 4th Stage Stadium,0,2,30,09:25:00,17:00:00
Bengaluru (Bangalore),BMTC,8879,364-F,BTM Layout 4th Stage Stadium → Kempegowda Bus Station,BTM Layout 4th Stage Stadium,Kempegowda Bus Station,1,4,30,07:55:00,18:50:00
Bengaluru (Bangalore),BMTC,8881,ABS-01,CS-Chikka Dasarahalli → CS-Aspire bee School,CS-Chikka Dasarahalli,CS-Aspire bee School,0,1,2,07:55:00,07:55:00
Bengaluru (Bangalore),BMTC,8881,ABS-01,CS-Aspire bee School → CS-Chikka Dasarahalli,CS-Aspire bee School,CS-Chikka Dasarahalli,1,1,2,15:00:00,15:00:00
Bengaluru (Bangalore),BMTC,8883,286-L,Sri Ramapura → Kempegowda Bus Station,Sri Ramapura,Kempegowda Bus Station,1,4,23,08:20:00,15:30:00
Bengaluru (Bangalore),BMTC,8883,286-L,Kempegowda Bus Station → Sri Ramapura,Kempegowda Bus Station,Sri Ramapura,0,4,21,09:25:00,16:30:00
Bengaluru (Bangalore),BMTC,8884,MF-11 D24G-KSH,Khaji Sonnenahalli → Depot-24 Gate,Khaji Sonnenahalli,Depot-24 Gate,1,1,21,17:50:00,17:50:00
Bengaluru (Bangalore),BMTC,8884,MF-11 D24G-KSH,Depot-24 Gate → Khaji Sonnenahalli,Depot-24 Gate,Khaji Sonnenahalli,0,1,21,07:26:00,07:26:00
Bengaluru (Bangalore),BMTC,8885,305-F,Naduvatti Colony → Hebbala Bridge,Naduvatti Colony,Hebbala Bridge,1,1,41,08:00:00,08:00:00
Bengaluru (Bangalore),BMTC,8885,305-F,Hebbala Bridge → Naduvatti Colony,Hebbala Bridge,Naduvatti Colony,0,1,39,10:00:00,10:00:00
Bengaluru (Bangalore),BMTC,8886,215-KA ANP10-ANP2,Anjanapura 10th Block → Anjanapura 2nd Block,Anjanapura 10th Block,Anjanapura 2nd Block,0,2,10,06:11:00,15:01:00
Bengaluru (Bangalore),BMTC,8890,291-E SBS-DAMC,Ambedkar Medical College Shampura → Shivajinagara Bus Station,Ambedkar Medical College Shampura,Shivajinagara Bus Station,1,2,13,12:30:00,20:10:00
Bengaluru (Bangalore),BMTC,8891,V-150,KR Market → Shivajinagara Bus Station,KR Market,Shivajinagara Bus Station,0,1,7,11:00:00,11:00:00
Bengaluru (Bangalore),BMTC,8892,317-SH,Sulibele → Hosakote Bus Stand (Old),Sulibele,Hosakote Bus Stand (Old),1,2,21,08:20:00,17:35:00
Bengaluru (Bangalore),BMTC,8892,317-SH,Hosakote Bus Stand (Old) → Sulibele,Hosakote Bus Stand (Old),Sulibele,0,1,20,07:30:00,07:30:00
Bengaluru (Bangalore),BMTC,8893,D35G-BSKL,Banashankari Layout → Depot-35 Kannalli,Banashankari Layout,Depot-35 Kannalli,1,1,2,18:10:00,18:10:00
Bengaluru (Bangalore),BMTC,8895,242-B KMT-BSKL,KR Market (Kalasipalya) → Banashankari Layout,KR Market (Kalasipalya),Banashankari Layout,0,2,39,17:10:00,18:30:00
Bengaluru (Bangalore),BMTC,8896,317-SH TNF-SLB,Tin Factory → Sulibele,Tin Factory,Sulibele,0,1,39,16:05:00,16:05:00
Bengaluru (Bangalore),BMTC,8897,327-FA,Kempegowda Bus Station → Attibele Bus Stand,Kempegowda Bus Station,Attibele Bus Stand,0,3,65,06:05:00,19:05:00
Bengaluru (Bangalore),BMTC,8897,327-FA,Attibele → Kempegowda Bus Station,Attibele,Kempegowda Bus Station,1,3,62,04:30:00,16:30:00
Bengaluru (Bangalore),BMTC,8898,361 KBS-SHK,Sidi Hoskote → Kempegowda Bus Station,Sidi Hoskote,Kempegowda Bus Station,1,2,48,05:00:00,08:45:00
Bengaluru (Bangalore),BMTC,8898,361 KBS-SHK,Kempegowda Bus Station → Sidi Hoskote,Kempegowda Bus Station,Sidi Hoskote,0,1,52,06:35:00,06:35:00
Bengaluru (Bangalore),BMTC,8899,342-K KBS-ADK,Kempegowda Bus Station → Adigara Kallahalli,Kempegowda Bus Station,Adigara Kallahalli,0,1,51,06:10:00,06:10:00
Bengaluru (Bangalore),BMTC,8900,333-Q KBS-PTR,Panathuru → Kempegowda Bus Station,Panathuru,Kempegowda Bus Station,1,2,24,05:00:00,07:20:00
Bengaluru (Bangalore),BMTC,8900,333-Q KBS-PTR,Kempegowda Bus Station → Panathuru,Kempegowda Bus Station,Panathuru,0,2,27,06:05:00,08:45:00
Bengaluru (Bangalore),BMTC,8901,G-2 KBS-MYH-SJP,Sarjapura → Kempegowda Bus Station,Sarjapura,Kempegowda Bus Station,1,2,46,08:30:00,16:00:00
Bengaluru (Bangalore),BMTC,8901,G-2 KBS-MYH-SJP,Kempegowda Bus Station → Sarjapura,Kempegowda Bus Station,Sarjapura,0,3,48,04:15:00,18:45:00
Bengaluru (Bangalore),BMTC,8902,228-D,Nithyanandanagara → KR Market (Kalasipalya),Nithyanandanagara,KR Market (Kalasipalya),1,4,33,05:30:00,19:10:00
Bengaluru (Bangalore),BMTC,8902,228-D,KR Market (Kalasipalya) → Nithyanandanagara,KR Market (Kalasipalya),Nithyanandanagara,0,4,34,06:40:00,20:45:00
Bengaluru (Bangalore),BMTC,8903,224-DA,KR Market (Kalasipalya) → Devagere,KR Market (Kalasipalya),Devagere,0,2,31,09:35:00,12:40:00
Bengaluru (Bangalore),BMTC,8903,224-DA,Devagere → KR Market (Kalasipalya),Devagere,KR Market (Kalasipalya),1,2,31,08:15:00,11:25:00
Bengaluru (Bangalore),BMTC,8904,89-D KMT-JCN,KR Market → JC Nagara Kurubarahalli,KR Market,JC Nagara Kurubarahalli,0,2,17,16:25:00,17:50:00
Bengaluru (Bangalore),BMTC,8904,89-D KMT-JCN,JC Nagara → KR Market,JC Nagara,KR Market,1,2,18,09:30:00,12:05:00
Bengaluru (Bangalore),BMTC,8906,294-S,Shivajinagara Bus Station → Hosakote Bus Stand (Old),Shivajinagara Bus Station,Hosakote Bus Stand (Old),0,3,49,05:00:00,08:30:00
Bengaluru (Bangalore),BMTC,8906,294-S,Hosakote Bus Stand (Old) → Shivajinagara Bus Station,Hosakote Bus Stand (Old),Shivajinagara Bus Station,1,4,47,06:40:00,18:30:00
Bengaluru (Bangalore),BMTC,8907,MF-10B,Tin Factory → Bidarahalli,Tin Factory,Bidarahalli,0,12,15,08:50:00,18:20:00
Bengaluru (Bangalore),BMTC,8907,MF-10B,Bidarahalli → Tin Factory,Bidarahalli,Tin Factory,1,12,15,08:00:00,17:30:00
Bengaluru (Bangalore),BMTC,8908,MF-10B D24G-BDH,Depot-24 Gate → Bidarahalli,Depot-24 Gate,Bidarahalli,0,2,15,07:26:00,08:11:00
Bengaluru (Bangalore),BMTC,8908,MF-10B D24G-BDH,Bidarahalli → Depot-24 Gate,Bidarahalli,Depot-24 Gate,1,2,15,18:15:00,19:00:00
Bengaluru (Bangalore),BMTC,8909,342-P KMT-GNGP-JGH,KR Market (Kalasipalya) → Janthagundanahalli,KR Market (Kalasipalya),Janthagundanahalli,0,1,50,15:50:00,15:50:00
Bengaluru (Bangalore),BMTC,8909,342-P KMT-GNGP-JGH,Janthagundanahalli → KR Market (Kalasipalya),Janthagundanahalli,KR Market (Kalasipalya),1,1,49,06:10:00,06:10:00
Bengaluru (Bangalore),BMTC,8910,600-H,Hinnakki Village → Banashankari Bus Station,Hinnakki Village,Banashankari Bus Station,1,2,39,09:40:00,13:00:00
Bengaluru (Bangalore),BMTC,8910,600-H,Banashankari Bus Station → Hinnakki Village,Banashankari Bus Station,Hinnakki Village,0,1,39,11:30:00,11:30:00
Bengaluru (Bangalore),BMTC,8911,600-H D38G-HNK,Hinnakki Village → Depot-38 Gate,Hinnakki Village,Depot-38 Gate,1,1,17,18:25:00,18:25:00
Bengaluru (Bangalore),BMTC,8911,600-H D38G-HNK,Depot-38 Gate → Hinnakki Village,Depot-38 Gate,Hinnakki Village,0,1,17,08:56:00,08:56:00
Bengaluru (Bangalore),BMTC,8912,353,Kempegowda Bus Station → Rajapura,Kempegowda Bus Station,Rajapura,0,3,49,06:35:00,14:50:00
Bengaluru (Bangalore),BMTC,8917,MF-40B,Jnanabharathi Metro Station (BUC Gate) → Gollarahatti,Jnanabharathi Metro Station (BUC Gate),Gollarahatti,0,18,22,10:20:00,18:25:00
Bengaluru (Bangalore),BMTC,8917,MF-40B,Gollarahatti → Jnanabharathi Metro Station (BUC Gate),Gollarahatti,Jnanabharathi Metro Station (BUC Gate),1,18,22,09:15:00,17:45:00
Bengaluru (Bangalore),BMTC,8918,MF-40B KGR-GLH,Kengeri Bus Station → Gollarahatti,Kengeri Bus Station,Gollarahatti,0,3,28,08:16:00,09:16:00
Bengaluru (Bangalore),BMTC,8918,MF-40B KGR-GLH,Gollarahatti → Kengeri Bus Station,Gollarahatti,Kengeri Bus Station,1,3,28,18:05:00,19:05:00
Bengaluru (Bangalore),BMTC,8919,D23-D10G,Depot-23 Kalyana Nagara → Depot-10 Gate,Depot-23 Kalyana Nagara,Depot-10 Gate,0,2,4,06:50:00,06:55:00
Bengaluru (Bangalore),BMTC,8919,D23-D10G,Depot-10 Gate → Depot-23 Kalyana Nagara,Depot-10 Gate,Depot-23 Kalyana Nagara,1,1,4,18:15:00,18:15:00
Bengaluru (Bangalore),BMTC,8920,13-C SBS-PPLO,Shivajinagara Bus Station → Poornaprajna Layout,Shivajinagara Bus Station,Poornaprajna Layout,0,1,40,18:25:00,18:25:00
Bengaluru (Bangalore),BMTC,8921,PESU-01,CS-PES College ORR → CS-Kadirenahalli Cross,CS-PES College ORR,CS-Kadirenahalli Cross,1,1,2,14:15:00,14:15:00
Bengaluru (Bangalore),BMTC,8921,PESU-01,CS-Kadirenahalli Cross → CS-PES College ORR,CS-Kadirenahalli Cross,CS-PES College ORR,0,1,2,07:45:00,07:45:00
Bengaluru (Bangalore),BMTC,8923,500-CD,Tin Factory → Sarjapura,Tin Factory,Sarjapura,1,8,34,05:00:00,18:20:00
Bengaluru (Bangalore),BMTC,8923,500-CD,Sarjapura → Tin Factory,Sarjapura,Tin Factory,0,8,34,06:20:00,20:10:00
Bengaluru (Bangalore),BMTC,8924,500-CD D42-TNF,Tin Factory → Depot-42 Gate  Arrival,Tin Factory,Depot-42 Gate  Arrival,1,4,20,11:30:00,16:50:00
Bengaluru (Bangalore),BMTC,8924,500-CD D42-TNF,Depot-42 Gate Departure → Tin Factory,Depot-42 Gate Departure,Tin Factory,0,2,21,13:31:00,13:51:00
Bengaluru (Bangalore),BMTC,8926,342 D42-KDT,Depot-42 Gate Departure → Kodathi Village,Depot-42 Gate Departure,Kodathi Village,0,2,2,07:35:00,07:36:00
Bengaluru (Bangalore),BMTC,8927,GGS-05,CS-Kodathi Village → CS-Genius Global School Kodathi,CS-Kodathi Village,CS-Genius Global School Kodathi,0,1,2,07:45:00,07:45:00
Bengaluru (Bangalore),BMTC,8927,GGS-05,CS-Genius Global School Kodathi → CS-Kodathi Village,CS-Genius Global School Kodathi,CS-Kodathi Village,1,1,2,15:00:00,15:00:00
Bengaluru (Bangalore),BMTC,8928,342 KDTV-SJP,Kodathi Village → Sarjapura,Kodathi Village,Sarjapura,0,1,14,16:05:00,16:05:00
Bengaluru (Bangalore),BMTC,8930,13-S,Sultan palya → Banashankari Bus Station,Sultan palya,Banashankari Bus Station,1,1,37,09:25:00,09:25:00
Bengaluru (Bangalore),BMTC,8930,13-S,Banashankari Bus Station → Sultan palya,Banashankari Bus Station,Sultan palya,0,1,37,08:05:00,08:05:00
Bengaluru (Bangalore),BMTC,8931,O EXP V-213VJ,Jain University Gate → Banashankari Bus Station,Jain University Gate,Banashankari Bus Station,1,16,9,05:30:00,20:10:00
Bengaluru (Bangalore),BMTC,8931,O EXP V-213VJ,Banashankari Bus Station → Jain University Gate,Banashankari Bus Station,Jain University Gate,0,16,9,06:15:00,21:35:00
Bengaluru (Bangalore),BMTC,8932,225-C BEML5-BCH-VSD,Vidhana Soudha Karnataka High Court → BEML Layout 5th stage,Vidhana Soudha Karnataka High Court,BEML Layout 5th stage,1,1,32,17:45:00,17:45:00
Bengaluru (Bangalore),BMTC,8932,225-C BEML5-BCH-VSD,BEML Layout 5th stage → Vidhana Soudha Karnataka High Court,BEML Layout 5th stage,Vidhana Soudha Karnataka High Court,0,1,28,08:46:00,08:46:00
Bengaluru (Bangalore),BMTC,8935,JGF-3,CS-Juggath Pharma → CS-Depot-14 Gate,CS-Juggath Pharma,CS-Depot-14 Gate,0,1,2,18:00:00,18:00:00
Bengaluru (Bangalore),BMTC,8935,JGF-3,CS-Depot-14 Gate → CS-Juggath Pharma,CS-Depot-14 Gate,CS-Juggath Pharma,1,1,2,07:20:00,07:20:00
Bengaluru (Bangalore),BMTC,8938,271-H KBS-HGV,Kempegowda Bus Station → Hesaraghatta,Kempegowda Bus Station,Hesaraghatta,0,2,44,19:35:00,20:35:00
Bengaluru (Bangalore),BMTC,8938,271-H KBS-HGV,Hesaraghatta → Kempegowda Bus Station,Hesaraghatta,Kempegowda Bus Station,1,2,42,17:35:00,18:35:00
Bengaluru (Bangalore),BMTC,8939,253-FA,Ramadevanahalli → KR Market,Ramadevanahalli,KR Market,1,1,55,07:10:00,07:10:00
Bengaluru (Bangalore),BMTC,8939,253-FA,KR Market → Ramadevanahalli,KR Market,Ramadevanahalli,0,1,54,17:25:00,17:25:00
Bengaluru (Bangalore),BMTC,8940,253-FA KBS-RDH,Ramadevanahalli → Kempegowda Bus Station,Ramadevanahalli,Kempegowda Bus Station,1,1,51,20:05:00,20:05:00
Bengaluru (Bangalore),BMTC,8940,253-FA KBS-RDH,Kempegowda Bus Station → Ramadevanahalli,Kempegowda Bus Station,Ramadevanahalli,0,1,50,05:10:00,05:10:00
Bengaluru (Bangalore),BMTC,8941,401-M YBS-D12G,Yeshawanthapura Bus Station → Depot-12 Gate,Yeshawanthapura Bus Station,Depot-12 Gate,0,2,41,20:00:00,20:10:00
Bengaluru (Bangalore),BMTC,8944,138 JBN-HALNP,Jeevanbheema Nagara → HAL New Public School,Jeevanbheema Nagara,HAL New Public School,0,1,7,13:55:00,13:55:00
Bengaluru (Bangalore),BMTC,8946,326-E KMT-KDG,Kadugodi Bus Station → KR Market,Kadugodi Bus Station,KR Market,1,2,35,15:00:00,19:40:00
Bengaluru (Bangalore),BMTC,8946,326-E KMT-KDG,KR Market → Kadugodi Bus Station,KR Market,Kadugodi Bus Station,0,1,38,10:30:00,10:30:00
Bengaluru (Bangalore),BMTC,8950,365-BB BSK-BNP-ANK,Banashankari Bus Station → Anekal,Banashankari Bus Station,Anekal,0,2,55,17:13:00,17:45:00
Bengaluru (Bangalore),BMTC,8950,365-BB BSK-BNP-ANK,Anekal → Banashankari Bus Station,Anekal,Banashankari Bus Station,1,2,56,19:28:00,20:00:00
Bengaluru (Bangalore),BMTC,8951,JKLO-YHK,Jakkur Layout Shanimahatma Temple → Yelahanka Old Town,Jakkur Layout Shanimahatma Temple,Yelahanka Old Town,0,1,6,20:00:00,20:00:00
Bengaluru (Bangalore),BMTC,8953,398-CH D27G-JAPC-HRH,Harohalli → Depot-27 Gate,Harohalli,Depot-27 Gate,1,1,32,17:00:00,17:00:00
Bengaluru (Bangalore),BMTC,8953,398-CH D27G-JAPC-HRH,Depot-27 Gate → Harohalli,Depot-27 Gate,Harohalli,0,5,31,07:36:00,15:40:00
Bengaluru (Bangalore),BMTC,8954,335-G D31G-KDG,Depot-31 Gate → Kadugodi Bus Station,Depot-31 Gate,Kadugodi Bus Station,0,1,61,08:16:00,08:16:00
Bengaluru (Bangalore),BMTC,8955,369 JBS-CKMH,Jayanagara Bus Station → Chikka Kammanahalli,Jayanagara Bus Station,Chikka Kammanahalli,0,1,20,08:25:00,08:25:00
Bengaluru (Bangalore),BMTC,8955,369 JBS-CKMH,Chikka Kammanahalli → Jayanagara Bus Station,Chikka Kammanahalli,Jayanagara Bus Station,1,1,21,17:00:00,17:00:00
Bengaluru (Bangalore),BMTC,8957,240-MB G31G-MGD,Depot-31 Gate → Magadi Bus Stand,Depot-31 Gate,Magadi Bus Stand,0,1,50,13:06:00,13:06:00
Bengaluru (Bangalore),BMTC,8958,253-CD,Yeshawanthapura Bus Station → Doddahejjaji,Yeshawanthapura Bus Station,Doddahejjaji,0,3,51,08:15:00,20:40:00
Bengaluru (Bangalore),BMTC,8958,253-CD,Doddahejjaji → Yeshawanthapura Bus Station,Doddahejjaji,Yeshawanthapura Bus Station,1,3,52,06:15:00,18:45:00
Bengaluru (Bangalore),BMTC,8959,500-CH D42G-TNF,Tin Factory → Depot-42 Gate  Arrival,Tin Factory,Depot-42 Gate  Arrival,1,2,24,11:15:00,16:25:00
Bengaluru (Bangalore),BMTC,8960,360-N KBS-NSP,Kempegowda Bus Station → Narasapura 1,Kempegowda Bus Station,Narasapura 1,0,1,53,16:05:00,16:05:00
Bengaluru (Bangalore),BMTC,8963,NICE-10 MDR-ELCW,NICE Road Madavara → Electronic City Wipro Main Gate,NICE Road Madavara,Electronic City Wipro Main Gate,0,3,34,20:00:00,20:50:00
Bengaluru (Bangalore),BMTC,8963,NICE-10 MDR-ELCW,Electronic City Wipro Main Gate → Madavara,Electronic City Wipro Main Gate,Madavara,1,3,33,06:05:00,07:20:00
Bengaluru (Bangalore),BMTC,8964,226-MA KBS-MYGH,Mayaganahalli → Kempegowda Bus Station,Mayaganahalli,Kempegowda Bus Station,1,1,48,05:00:00,05:00:00
Bengaluru (Bangalore),BMTC,8964,226-MA KBS-MYGH,Kempegowda Bus Station → Mayaganahalli,Kempegowda Bus Station,Mayaganahalli,0,1,49,06:30:00,06:30:00
Bengaluru (Bangalore),BMTC,8965,215-NJ,Gottigere Nice Road Junction → Banashankari Bus Station,Gottigere Nice Road Junction,Banashankari Bus Station,1,19,17,05:20:00,20:45:00
Bengaluru (Bangalore),BMTC,8965,215-NJ,Banashankari Bus Station → Gottigere Nice Road Junction,Banashankari Bus Station,Gottigere Nice Road Junction,0,19,18,05:55:00,21:45:00
Bengaluru (Bangalore),BMTC,8966,BEL GS-28,CS-Nagarabhavi Circle → CS-BEL Factory,CS-Nagarabhavi Circle,CS-BEL Factory,0,1,2,06:40:00,06:40:00
Bengaluru (Bangalore),BMTC,8966,BEL GS-28,CS-BEL Factory → CS-Nagarabhavi Circle,CS-BEL Factory,CS-Nagarabhavi Circle,1,1,2,17:10:00,17:10:00
Bengaluru (Bangalore),BMTC,8968,37 LBMS-SBS,Lalbagh Metro Station → Shivajinagara Bus Station,Lalbagh Metro Station,Shivajinagara Bus Station,0,1,12,10:10:00,10:10:00
Bengaluru (Bangalore),BMTC,8970,226-E KBS-CGD,Kempegowda Bus Station → Channegowdana Doddy,Kempegowda Bus Station,Channegowdana Doddy,0,1,40,17:30:00,17:30:00
Bengaluru (Bangalore),BMTC,8972,238-VK KBS-CLO,Kempegowda Bus Station → Chandra Layout,Kempegowda Bus Station,Chandra Layout,0,2,17,05:40:00,17:00:00
Bengaluru (Bangalore),BMTC,8972,238-VK KBS-CLO,Chandra Layout → Kempegowda Bus Station,Chandra Layout,Kempegowda Bus Station,1,1,17,14:36:00,14:36:00
Bengaluru (Bangalore),BMTC,8973,12 KBS-BSK-KDHC,Kadirenahalli Cross → Kempegowda Bus Station,Kadirenahalli Cross,Kempegowda Bus Station,1,1,15,14:40:00,14:40:00
Bengaluru (Bangalore),BMTC,8978,301-F SBS-KGN,Shivajinagara Bus Station → Kittaganuru,Shivajinagara Bus Station,Kittaganuru,0,1,35,06:00:00,06:00:00
